,Unnamed: 0,Area_Name,Area_ID,Park_Name,Park_ID,Squirrel_ID,Primary_Fur_Color,Highlights_in_Fur_Color,Color_Notes,Location,Above_Ground_(Height_in_Feet),Specific_Location,Activities,Interactions_with_Humans,Other_Notes_or_Observations,Squirrel_Latitude_(DD.DDDDDD),Squirrel_Longitude_(-DD.DDDDDD)
70,258,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-27,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,,
71,259,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-28,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,,
72,260,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-29,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,,
73,261,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-30,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,,
74,263,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-32,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,,
75,266,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-35,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
76,269,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-38,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
77,270,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-39,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
78,271,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-40,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
79,272,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-41,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
80,273,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-42,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
81,274,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-43,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
82,275,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-44,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
83,276,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-45,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
84,277,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-46,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
85,278,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-47,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
86,279,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-48,Black,Black,,Ground Plane,,,Foraging,Indifferent,They (#48 & #49) are fat.,,
87,280,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-49,Black,Black,,Ground Plane,,,Foraging,Indifferent,They (#48 & #49) are fat.,,
88,283,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-52,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
89,284,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-53,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
90,289,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-58,Gray,Gray,,Ground Plane,,,Foraging,,,,
91,290,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-59,Gray,Gray,,Ground Plane,,,Foraging,,,,
92,295,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-05,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,40.722614,-73.973033
93,296,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-06,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,40.722173,-73.97272
94,297,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-07,Gray,Gray,,"Ground Plane, Above Ground",8,,Foraging,Indifferent,,40.719379,-73.973504
95,298,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-08,Gray,Gray,,"Ground Plane, Above Ground",8,,Foraging,Indifferent,,40.71935,-73.973445
96,301,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-11,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,Was very close to a dog and hid in a tree,40.724608,-73.972841
97,302,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-12,Gray,Gray,,Ground Plane,,,Foraging,Runs From,,40.724774,-73.97275
98,305,LOWER MANHATTAN,C,Seward Park,14,C-14-03,Gray,Cinnamon,,Ground Plane,,,Foraging,Runs From,,40.714749,-73.989577
99,307,LOWER MANHATTAN,C,Seward Park,14,C-14-05,Gray,Cinnamon,Cinnamon tail,"Ground Plane, Above Ground",9,,Foraging,Approaches,"Skinny tail, lots of digging, found an acorn and is eating",40.714846,-73.989679
100,311,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-02,Gray,,,,,,Foraging,Indifferent,Digging in leaves carelessly,40.712199,-73.979519
101,325,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-16,Cinnamon,,,Above Ground,20ÛÒ30,,Foraging,Indifferent,So curious! A unique color and thirst for the unknown.,40.711303,-73.97759
102,326,LOWER MANHATTAN,C,Columbus Park,16,C-16-01,Gray,Cinnamon,Cinnamon streak down back,Ground Plane,,,Foraging,Approaches,"Boy, Alert ÛÓ lots of basketball close by",40.714867,-74.000236
103,327,LOWER MANHATTAN,C,Columbus Park,16,C-16-02,Gray,Cinnamon,,Ground Plane,,,Foraging,,,40.7159,-74.000167
104,331,LOWER MANHATTAN,C,City Hall Park,19,C-19-01,Gray,White,,Ground Plane,,,Foraging,,,40.712828,-74.005072
105,339,LOWER MANHATTAN,C,City Hall Park,19,C-19-09,Gray,Gray,,Above Ground,5,,Foraging,"Indifferent, Runs From","Perched in a bush, watched us and scampered off to eat - very little squirrel",40.712836,-74.005662
106,341,LOWER MANHATTAN,C,City Hall Park,19,C-19-11,Gray,"Cinnamon, White",,"Ground Plane, Specific Location",,by back steps of City Hall,Foraging,Indifferent,Found something to eat buried in leaves and then looked for more,40.712995,-74.005963
107,344,LOWER MANHATTAN,C,City Hall Park,19,C-19-14,Gray,White,,Ground Plane,,,Foraging,"Approaches, Runs From",,40.713339,-74.006313
108,346,LOWER MANHATTAN,C,City Hall Park,19,C-19-16,Gray,White,Lots of white!,Above Ground,3,,Foraging,Watching,"Perched on knot of tree, watching us, then started foraging",40.71312,-74.006862
109,347,LOWER MANHATTAN,C,City Hall Park,19,C-19-17,Gray,White,,Ground Plane,,,Foraging,Indifferent,Successfully finding buried food,40.712872,-74.006878
110,348,LOWER MANHATTAN,C,City Hall Park,19,C-19-18,Gray,White,,Ground Plane,,,Foraging,Indifferent,"Rolling around in loose dirt with a ""swimming"" motion",40.712872,-74.006878
111,356,LOWER MANHATTAN,C,Battery Park,20,C-20-08,Gray,White,,Ground Plane,,,Foraging,,Obviously a couple with #9,40.704142,-74.015837
112,357,LOWER MANHATTAN,C,Battery Park,20,C-20-09,Gray,White,,Ground Plane,,,Foraging,,Obviously a couple with #8,40.704175,-74.015306
113,359,LOWER MANHATTAN,C,Battery Park,20,C-20-11,Gray,White,,Ground Plane,,,Foraging,Indifferent,,40.704468,-74.014774
114,360,LOWER MANHATTAN,C,Battery Park,20,C-20-12,Gray,White,,Ground Plane,,,Foraging,Indifferent,,40.704453,-74.014757
115,376,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-02,Gray,Cinnamon,White underbelly,Above Ground,< 1,,Foraging,Indifferent,,40.725511,-73.943609
116,397,BROOKLYN,D,McCarren Park,22,D-22-09,Gray,Gray,,"Ground Plane, Specific Location",,In a trash and metal heap next to baseball field,Foraging,Indifferent,,40.721933,-73.953147
117,400,BROOKLYN,D,McCarren Park,22,D-22-12,Gray,White,,Ground Plane,,,Foraging,Indifferent,Birds walking nearby,40.722819,-73.952095
118,404,BROOKLYN,D,McCarren Park,22,D-22-16,Cinnamon,Gray,,"Ground Plane, Specific Location",,below park benches,Foraging,Indifferent,Great jumper,40.723006,-73.951655
119,412,BROOKLYN,D,McCarren Park,22,D-22-24,Gray,White,,Ground Plane,,,Foraging,Indifferent,Dog chased it up a tree,40.720458,-73.954244
120,413,BROOKLYN,D,McCarren Park,22,D-22-25,Gray,"Cinnamon, White",,Ground Plane,,,Foraging,Skittish to humans,,40.720018,-73.953442
121,414,BROOKLYN,D,McCarren Park,22,D-22-26,Gray,White,,Ground Plane,,,Foraging,Indifferent,Fast,40.720026,-73.953652
122,415,BROOKLYN,D,McCarren Park,22,D-22-27,Gray,Cinnamon,,Ground Plane,,,Foraging,Indifferent,Near a lot of little birds,40.719777,-73.952774
123,418,BROOKLYN,D,McCarren Park,22,D-22-30,Gray,White,,Ground Plane,,,Foraging,Indifferent,,40.720448,-73.952521
124,419,BROOKLYN,D,McCarren Park,22,D-22-31,Cinnamon,White,,Ground Plane,,,Foraging,Indifferent,Walking around bushes,40.720412,-73.952353
125,420,BROOKLYN,D,McCarren Park,22,D-22-32,Gray,"Cinnamon, White",,Ground Plane,,,Foraging,Indifferent,A little on the robust side,40.720372,-73.952326
126,421,BROOKLYN,D,McCarren Park,22,D-22-33,Gray,Cinnamon,,Ground Plane,,,Foraging,Indifferent,Busy digging for something,40.720749,-73.951891
127,428,BROOKLYN,D,McCarren Park,22,D-22-40,Cinnamon,White,,Ground Plane,,,Foraging,Indifferent,Fluffy,40.721173,-73.950781
128,429,BROOKLYN,D,McCarren Park,22,D-22-41,Cinnamon,Cinnamon,,Above Ground,,,Foraging,Indifferent,Skinny,40.721161,-73.950732
129,432,BROOKLYN,D,McCarren Park,22,D-22-44,Gray,"Cinnamon, White",,Ground Plane,,,Foraging,Runs From,Ran very quickly,40.719376,-73.952326
0,5,UPPER MANHATTAN,A,Fort Tryon Park,1,A-01-06,Gray,Cinnamon,,Ground Plane,,,Climbing,Indifferent,,40.860825,-73.932871
1,7,UPPER MANHATTAN,A,Fort Tryon Park,1,A-01-08,Black,Gray,,Above Ground,10,,Climbing,Runs From,,40.859965,-73.933412
2,23,UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-12,Gray,Cinnamon,,"Above Ground, Specific Location",15,tree,Climbing,Indifferent,,40.846332,-73.940369
3,30,UPPER MANHATTAN,A,J. Hood Wright Park,2,A-02-19,Gray,Cinnamon,,"Above Ground, Specific Location",2,tree,Climbing,Indifferent,,40.846065,-73.941498
4,36,UPPER MANHATTAN,A,Highbridge Park,3,A-03-01,Gray,Cinnamon,,"Above Ground, Specific Location",2,in tree,Climbing,Watches us from tree,#1 and #2 chasing each other,40.841178,-73.935482
5,37,UPPER MANHATTAN,A,Highbridge Park,3,A-03-02,Gray,White,,"Above Ground, Specific Location",2,in tree,Climbing,Runs From,#1 and #2 chasing each other,40.841204,-73.935434
6,39,UPPER MANHATTAN,A,Highbridge Park,3,A-03-04,Gray,White,,Above Ground,3,,Climbing,,,40.841217,-73.934714
7,43,UPPER MANHATTAN,A,Highbridge Park,3,A-03-08,Gray,Cinnamon,,"Above Ground, Specific Location",3,in wall,Climbing,Runs From,"#8 & #9 saw together at start of river overlook, hiding in cracks of cement wall! so cool!",40.842308,-73.933061
8,45,UPPER MANHATTAN,A,Highbridge Park,3,A-03-10,Gray,Cinnamon,,"Ground Plane, Above Ground",6ÛÒ18,"Started on ground, climbed 6ÛÒ18 ft.",Climbing,Watching us from tree - very interested in us,"Lots of garbage, near #8 & #9",40.842511,-73.932916
9,52,UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-01,Gray,White,,Above Ground,,,Climbing,Indifferent,Jumping between,40.817593,-73.948855
10,56,UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-05,Gray,White,,Ground Plane,,,Climbing,Indifferent,,40.817569,-73.948931
11,57,UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-06,Gray,Gray,,Above Ground,,,Climbing,Indifferent,,40.817544,-73.949016
12,58,UPPER MANHATTAN,A,St. Nicholas Park,4,A-04-07,Gray,Gray,,Above Ground,,,Climbing,Indifferent,,40.817544,-73.949016
13,95,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-01,Gray,Gray,,Above Ground,20ÛÒ40,,Climbing,Indifferent,HAWK. HAAAAAWK. All in 1 tree.,40.804912,-73.943735
14,96,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-02,Gray,Gray,,Above Ground,20ÛÒ40,,Climbing,Indifferent,HAWK. HAAAAAWK. All in 1 tree.,40.804912,-73.943736
15,97,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-03,Gray,Gray,,Above Ground,20ÛÒ40,,Climbing,Indifferent,HAWK. HAAAAAWK. All in 1 tree.,40.804913,-73.943735
16,98,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-04,Gray,Gray,,Above Ground,20ÛÒ40,,Climbing,Indifferent,HAWK. HAAAAAWK. All in 1 tree.,40.804915,-73.943737
17,99,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-05,Gray,Gray,,Above Ground,20ÛÒ40,,Climbing,Indifferent,HAWK. HAAAAAWK. All in 1 tree.,40.804916,-73.943735
18,100,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-06,Gray,Gray,,Above Ground,20ÛÒ40,,Climbing,Indifferent,HAWK. HAAAAAWK. All in 1 tree.,40.804914,-73.943736
19,101,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-07,Gray,Gray,,Above Ground,20ÛÒ40,,Climbing,Indifferent,HAWK. HAAAAAWK. All in 1 tree.,40.804917,-73.943737
20,102,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-08,Black,Black,,Above Ground,25,,Climbing,,Defending the tree from the HAAAAWK. The bravest.,40.804912,-73.943738
21,103,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-09,Gray,Gray,,"Above Ground, Specific Location",2ÛÒ6,small trees,Climbing,Indifferent,"2 were chasing each other through some short trees, others just sat",40.804701,-73.944118
22,104,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-10,Gray,Gray,,"Above Ground, Specific Location",2ÛÒ6,small trees,Climbing,Indifferent,"2 were chasing each other through some short trees, others just sat",40.804746,-73.94374
23,105,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-11,Gray,Gray,,"Above Ground, Specific Location",2ÛÒ6,small trees,Climbing,Indifferent,"2 were chasing each other through some short trees, others just sat",40.804912,-73.94408
24,106,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-12,Gray,Gray,,"Above Ground, Specific Location",2ÛÒ6,small trees,Climbing,Indifferent,"2 were chasing each other through some short trees, others just sat",40.804729,-73.944053
25,107,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-13,Gray,Gray,,Above Ground,4...3...2...1,,Climbing,,"Slid down a signpost while spinning. Other squirrels flung leaves at it, cheering.",40.804713,-73.944032
26,108,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-14,Gray,Gray,,Above Ground,15,,Climbing,,Too far to observe human interactions,40.804613,-73.943829
27,109,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-15,Gray,Gray,,Above Ground,15,,Climbing,,Too far to observe human interactions,40.804564,-73.943824
28,123,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-29,Gray,Gray,,Above Ground,6,,Climbing,Runs From,,40.80352,-73.943629
29,124,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-30,Gray,Gray,,Above Ground,6,,Climbing,Runs From,,40.803507,-73.943661
30,125,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-31,Gray,Gray,,Above Ground,25,,Climbing,,,40.803981,-73.943327
31,126,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-32,Gray,Gray,,Above Ground,25,,Climbing,,,40.804123,-73.943402
32,128,UPPER MANHATTAN,A,Marcus Garvey Park,6,A-06-34,Gray,Gray,,Above Ground,4,,Climbing,Runs From,,40.804878,-73.942781
33,138,CENTRAL MANHATTAN,B,Madison Square Park,7,B-07-10,Gray,,,"Above Ground, Specific Location",10,in tree,Climbing,Indifferent,"First spotted in tree, then climbed down. Squirrel was small in stature.",40.741805,-73.988448
34,139,CENTRAL MANHATTAN,B,Madison Square Park,7,B-07-11,Gray,,,"Ground Plane, Above Ground",1,on bench,Climbing,Indifferent,"First seen on bench. Then jumped to ground, ran across path and onto lawn in search of food.",40.741862,-73.988797
35,140,CENTRAL MANHATTAN,B,Union Square Park,8,B-08-01,Cinnamon,Cinnamon,,Ground Plane,,,Climbing,Friendly,,40.735981,-73.99062
36,145,CENTRAL MANHATTAN,B,Union Square Park,8,B-08-06,Gray,,,"Above Ground, Specific Location",,in tree,Climbing,,,40.73566,-73.990351
37,146,CENTRAL MANHATTAN,B,Union Square Park,8,B-08-07,Gray,Cinnamon,Cinnamon tail,"Above Ground, Specific Location",,in tree,Climbing,,Baby smaller,40.735636,-73.990426
38,147,CENTRAL MANHATTAN,B,Union Square Park,8,B-08-08,Gray,Black,,,,,Climbing,,Baby smaller,40.73566,-73.990351
39,159,CENTRAL MANHATTAN,B,Stuyvesant Square Park,9,B-09-04,Gray,Cinnamon,,Ground Plane,,,Climbing,Runs From,,40.733546,-73.983263
40,160,CENTRAL MANHATTAN,B,Stuyvesant Square Park,9,B-09-05,Gray,Cinnamon,,Above Ground,30,,Climbing,,,40.733591,-73.983263
41,161,CENTRAL MANHATTAN,B,Stuyvesant Square Park,9,B-09-06,Gray,Cinnamon,,Above Ground,15,,Climbing,Indifferent,,40.733648,-73.984294
42,166,CENTRAL MANHATTAN,B,Stuyvesant Square Park,9,B-09-11,Gray,Cinnamon,,Above Ground,20,,Climbing,Indifferent,Juvenile? Playing with #12 in tree,40.733619,-73.984708
43,192,CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-12,Gray,Gray,,Above Ground,25,,Climbing,Indifferent,,,
44,232,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-01,Gray,Gray,,Specific Location,,Tree,Climbing,Runs From,"Nut in mouth, very fast moving",,
45,239,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-08,Gray,Gray,,Above Ground,20,,Climbing,Indifferent,,,
46,246,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-15,Gray,Gray,,Specific Location,,Tree,Climbing,Indifferent,,,
47,247,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-16,Gray,Gray,,Specific Location,,Tree,Climbing,Indifferent,,,
48,248,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-17,Gray,Gray,,Specific Location,,Tree,Climbing,Indifferent,,,
49,249,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-18,Gray,Gray,,Specific Location,,Tree,Climbing,Indifferent,,,
50,252,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-21,Gray,Gray,,Specific Location,,Tree,Climbing,Indifferent,,,
51,265,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-34,Gray,Gray,,Specific Location,,Tree,Climbing,Approaches,,,
52,267,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-36,Gray,Gray,,Specific Location,,Tree,Climbing,Indifferent,,,
53,268,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-37,Gray,Gray,,Specific Location,,Tree,Climbing,Indifferent,,,
54,285,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-54,Gray,Gray,,Specific Location,,Tree,Climbing,Indifferent,,,
55,286,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-55,Gray,Gray,,Specific Location,,Tree,Climbing,,,,
56,287,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-56,Gray,Gray,,Specific Location,,Tree,Climbing,,,,
57,288,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-57,Gray,Gray,,Specific Location,,Tree,Climbing,,,,
58,293,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-03,Gray,Gray,,"Ground Plane, Above Ground",,,Climbing,Approaches,Siblings? (with #4) Playing (with #4) in fenced yard,40.72263,-73.973001
59,297,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-07,Gray,Gray,,"Ground Plane, Above Ground",8,,Climbing,Indifferent,,40.719379,-73.973504
60,298,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-08,Gray,Gray,,"Ground Plane, Above Ground",8,,Climbing,Indifferent,,40.71935,-73.973445
61,299,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-09,Gray,Gray,,"Above Ground, Specific Location",12,in a tree,Climbing,,,40.721923,-73.974121
62,301,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-11,Gray,Gray,,Ground Plane,,,Climbing,Indifferent,Was very close to a dog and hid in a tree,40.724608,-73.972841
63,306,LOWER MANHATTAN,C,Seward Park,14,C-14-04,Gray,Cinnamon,,Ground Plane,,,Climbing,Approaches,Looking to us for food! Climbed tree when we did not have any to give.,40.71468,-73.989776
64,307,LOWER MANHATTAN,C,Seward Park,14,C-14-05,Gray,Cinnamon,Cinnamon tail,"Ground Plane, Above Ground",9,,Climbing,Approaches,"Skinny tail, lots of digging, found an acorn and is eating",40.714846,-73.989679
65,310,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-01,Gray,,,Above Ground,20,,Climbing,Runs From,Frantically zig-zagging whilst clutching a mid-afternoon snack,40.712159,-73.979415
66,318,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-09,Gray,Cinnamon,,Above Ground,8,,Climbing,,Meandering among the branches,40.711866,-73.97976
67,319,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-10,Gray,Gray,,Above Ground,8,,Climbing,Approaches,"Came by to make sure we had proper Sighter buttons, looks like a Gerald",40.71174,-73.980539
68,322,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-13,Gray,Black,,"Ground Plane, Above Ground",30,,Climbing,,"#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog",40.711417,73.977767
69,323,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-14,Gray,Black,,"Ground Plane, Above Ground",30,,Climbing,,"#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog",40.711421,-73.977692
70,324,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-15,Gray,Black,,"Ground Plane, Above Ground",30,,Climbing,,"#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog",40.711409,-73.977719
71,326,LOWER MANHATTAN,C,Columbus Park,16,C-16-01,Gray,Cinnamon,Cinnamon streak down back,Ground Plane,,,Climbing,Approaches,"Boy, Alert ÛÓ lots of basketball close by",40.714867,-74.000236
72,329,LOWER MANHATTAN,C,Columbus Park,16,C-16-04,Gray,,,Above Ground,35,,Climbing,Approaches,Patchy ÛÓåÊbald spots,40.715779,-73.999887
73,332,LOWER MANHATTAN,C,City Hall Park,19,C-19-02,Gray,,,Above Ground,,,Climbing,,Chasing #3 up the tree,40.712938,-74.005152
74,333,LOWER MANHATTAN,C,City Hall Park,19,C-19-03,Gray,,,Above Ground,,,Climbing,,Chasing #2 up the tree,40.712938,-74.005152
75,339,LOWER MANHATTAN,C,City Hall Park,19,C-19-09,Gray,Gray,,Above Ground,5,,Climbing,"Indifferent, Runs From","Perched in a bush, watched us and scampered off to eat - very little squirrel",40.712836,-74.005662
76,346,LOWER MANHATTAN,C,City Hall Park,19,C-19-16,Gray,White,Lots of white!,Above Ground,3,,Climbing,Watching,"Perched on knot of tree, watching us, then started foraging",40.71312,-74.006862
77,350,LOWER MANHATTAN,C,Battery Park,20,C-20-02,Gray,"Cinnamon, White",,Specific Location,,on fencing,Climbing,,#1ÛÒ5 all together being fed by humans - Hungry,40.704011,-74.016134
78,367,LOWER MANHATTAN,C,Battery Park,20,C-20-19,Gray,Cinnamon,,Above Ground,2,,Climbing,,,40.70295,-74.015813
79,372,LOWER MANHATTAN,C,Battery Park,20,C-20-24,Gray,Cinnamon,,Specific Location,,on fence,Climbing,,,40.702467,-74.015757
80,374,LOWER MANHATTAN,C,Battery Park,20,C-20-26,Gray,Cinnamon,,Specific Location,,on fence,Climbing,,,40.702618,-74.016556
81,376,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-02,Gray,Cinnamon,White underbelly,Above Ground,< 1,,Climbing,Indifferent,,40.725511,-73.943609
82,378,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-04,Gray,,,Above Ground,15,,Climbing,,,40.725478,-73.944113
83,381,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-07,Gray,,,Above Ground,30,,Climbing,,,40.725413,-73.943984
